Lookup Key,Duty % only,PAL % only,SSCL % only,Cess % only,Surcharge % only,Dual % and unit,Total Per unit charge,VAT %,,,
2905.39,0,0.07,0.025,0,0,,0,0.18,,,
2905.41,0,0.07,0.025,0,0,,0,0.18,,,
2905.42,0,0.07,0.025,0,0,,0,0.18,,,
2905.43,0,0,0.025,0,0,,0,0.18,,,
2905.44,0,0.07,0.025,0,0,,0,0.18,,,
2905.45,0,0.07,0.025,0,0,,0,0.18,,,
2905.49,0,0,0.025,0,0,,0,0.18,,,
2905.51,0,0.07,0.025,0,0,,0,0.18,,,
2905.59,0,0,0.025,0,0,,0,0.18,,,
2906.11,0,0.07,0.025,0,0,,0,0.18,,,
2906.12,0,0,0.025,0,0,,0,0.18,,,
2906.13,0,0,0.025,0,0,,0,0.18,,,
2906.19,0,0.07,0.025,0,0,,0,0.18,,,
2906.21,0,0.07,0.025,0,0,,0,0.18,,,
2906.29,0,0.07,0.025,0,0,,0,0.18,,,
2907.11,0,0.07,0.025,0,0,,0,0.18,,,
2907.12,0,0.07,0.025,0,0,,0,0.18,,,
2907.13,0,0.07,0.025,0,0,,0,0.18,,,
2907.15,0,0,0.025,0,0,,0,0.18,,,
2907.19,0,0.07,0.025,0,0,,0,0.18,,,
2907.21,0,0,0.025,0,0,,0,0.18,,,
2907.22,0,0.07,0.025,0,0,,0,0.18,,,
2907.23,0,0,0.025,0,0,,0,0.18,,,
2907.29,0,0,0.025,0,0,,0,0.18,,,
2908.11,0,0.07,0.025,0,0,,0,0.18,,,
2908.19.10,0,0,0.025,0,0,,0,0.18,,,
2908.19.90,0,0,0.025,0,0,,0,0.18,,,
2908.91,0,0.07,0.025,0,0,,0,0.18,,,
2908.92,0,0.07,0.025,0,0,,0,0.18,,,
2908.99.10,0,0,0.025,0,0,,0,0.18,,,
2908.99.90,0,0,0.025,0,0,,0,0.18,,,
2909.11,0,0.07,0.025,0,0,,0,0.18,,,
2909.19,0,0,0,0,0,,0,0.18,,,
2909.19.10,0,0.07,0.025,0,0,,0,0.18,,,
2909.19.90,0,0,0.025,0,0,,0,0.18,,,
2909.20,0,0,0,0,0,,0,0.18,,,
2909.20.10,0,0.07,0.025,0,0,,0,0.18,,,
2909.20.90,0,0,0.025,0,0,,0,0.18,,,
2909.30.10,0,0,0.025,0,0,,0,0.18,,,
2909.30.91,0,0.07,0.025,0,0,,0,0.18,,,
2909.30.92,0,0.07,0.025,0,0,,0,0.18,,,
2909.30.93,0,0.07,0.025,0,0,,0,0.18,,,
2909.30.94,0,0.07,0.025,0,0,,0,0.18,,,
2909.30.99,0,0,0.025,0,0,,0,0.18,,,
2909.41.10,0,0,0.025,0,0,,0,0.18,,,
2909.41.90,0,0.07,0.025,0,0,,0,0.18,,,
2909.43.10,0,0.07,0.025,0,0,,0,0.18,,,
2909.43.90,0,0.07,0.025,0,0,,0,0.18,,,
2909.44.10,0,0.12,0.025,0,0,,0,0.18,,,
2909.44.90,0,0.07,0.025,0,0,,0,0.18,,,
2909.49.10,0,0,0.025,0,0,,0,0.18,,,
2909.49.90,0,0.07,0.025,0,0,,0,0.18,,,
2909.50.10,0,0,0.025,0,0,,0,0.18,,,
2909.50.90,0,0.07,0.025,0,0,,0,0.18,,,
2909.60.10,0,0,0.025,0,0,,0,0.18,,,
2909.60.90,0,0.07,0.025,0,0,,0,0.18,,,
2910.10,0,0,0.025,0,0,,0,0.18,,,
2910.20,0,0,0.025,0,0,,0,0.18,,,
2910.30,0,0,0.025,0,0,,0,0.18,,,
2910.40,0,0,0.025,0,0,,0,0.18,,,
2910.50,0,0,0.025,0,0,,0,0.18,,,
2910.90,0,0.07,0.025,0,0,,0,0.18,,,
2912.11,0,0.07,0.025,0,0,,0,0.18,,,
2912.12,0,0,0.025,0,0,,0,0.18,,,
2912.19,0,0.07,0.025,0,0,,0,0.18,,,
2912.21,0,0,0.025,0,0,,0,0.18,,,
2912.29,0,0.07,0.025,0,0,,0,0.18,,,
2912.41,0,0.07,0.025,0,0,,0,0.18,,,
2912.42,0,0.07,0.025,0,0,,0,0.18,,,
2912.49,0,0,0.025,0,0,,0,0.18,,,
2912.50.10,0,0.07,0.025,0,0,,0,0.18,,,
2912.50.90,0,0,0.025,0,0,,0,0.18,,,
2912.60,0,0.07,0.025,0,0,,0,0.18,,,
2914.11,0,0.07,0.025,0,0,,0,0.18,,,
2914.12,0,0.07,0.025,0,0,,0,0.18,,,
2914.13,0,0.07,0.025,0,0,,0,0.18,,,
2914.19,0,0,0.025,0,0,,0,0.18,,,
2914.22,0,0.07,0.025,0,0,,0,0.18,,,
2914.23,0,0,0.025,0,0,,0,0.18,,,
2914.29,0,0,0,0,0,,0,0.18,,,
2914.29.10,0.295,0.07,0.025,0,0,,0,0.18,,,
2914.29.90,0,0.07,0.025,0,0,,0,0.18,,,
2914.31,0,0.07,0.025,0,0,,0,0.18,,,
2914.39,0,0.07,0.025,0,0,,0,0.18,,,
2914.40,0,0.07,0.025,0,0,,0,0.18,,,
2914.50,0,0.07,0.025,0,0,,0,0.18,,,
2914.61,0,0,0.025,0,0,,0,0.18,,,
2914.62,0,0,0.025,0,0,,0,0.18,,,
2914.69,0,0.07,0.025,0,0,,0,0.18,,,
2914.71,0,0,0.025,0,0,,0,0.18,,,
2914.79,0,0,0.025,0,0,,0,0.18,,,
2915.11,0,0.07,0.025,0,0,,0,0.18,,,
2915.12,0,0.07,0.025,0,0,,0,0.18,,,
2915.13,0,0,0.025,0,0,,0,0.18,,,
2915.21,0,0.07,0.025,0,0,,0,0.18,,,
2915.24,0,0,0.025,0,0,,0,0.18,,,
2915.29,0,0.07,0.025,0,0,,0,0.18,,,
2915.31,0,0.07,0.025,0,0,,0,0.18,,,
2915.32,0,0.07,0.025,0,0,,0,0.18,,,
2915.33,0,0.07,0.025,0,0,,0,0.18,,,
2915.36,0,0.07,0.025,0,0,,0,0.18,,,
2915.39,0,0.07,0.025,0,0,,0,0.18,,,
2915.40,0,0,0.025,0,0,,0,0.18,,,
2915.50,0,0.07,0.025,0,0,,0,0.18,,,
2915.60,0,0.07,0.025,0,0,,0,0.18,,,
2915.70.10,0,0.07,0.025,0,0,,0,0.18,,,
2915.70.20,0,0.07,0.025,0,0,,0,0.18,,,
2915.90.10,0,0.07,0.025,0,0,,0,0.18,,,
2915.90.90,0,0.07,0.025,0,0,,0,0.18,,,
2916.11,0,0.07,0.025,0,0,,0,0.18,,,
2916.12,0,0.07,0.025,0,0,,0,0.18,,,
2916.13,0,0.07,0.025,0,0,,0,0.18,,,
2916.14,0,0.07,0.025,0,0,,0,0.18,,,
2916.15,0,0,0.025,0,0,,0,0.18,,,
2916.16,0,0.07,0.025,0,0,,0,0.18,,,
2916.19,0,0.07,0.025,0,0,,0,0.18,,,
2916.20.10,0,0,0.025,0,0,,0,0.18,,,
2916.20.20,0,0,0.025,0,0,,0,0.18,,,
2916.20.30,0,0.07,0.025,0,0,,0,0.18,,,
2916.20.40,0,0.07,0.025,0,0,,0,0.18,,,
2916.20.50,0,0,0.025,0,0,,0,0.18,,,
2916.20.90,0,0,0.025,0,0,,0,0.18,,,
2916.31,0,0.07,0.025,0,0,,0,0.18,,,
2916.32,0,0.07,0.025,0,0,,0,0.18,,,
2916.34,0,0,0.025,0,0,,0,0.18,,,
2916.39,0,0,0.025,0,0,,0,0.18,,,
2917.11,0,0.07,0.025,0,0,,0,0.18,,,
2917.12,0,0,0.025,0,0,,0,0.18,,,
2917.13,0,0,0.025,0,0,,0,0.18,,,
2917.14,0,0.07,0.025,0,0,,0,0.18,,,
2917.19,0,0.07,0.025,0,0,,0,0.18,,,
2917.20,0,0.07,0.025,0,0,,0,0.18,,,
2917.32,0,0.07,0.025,0,0,,0,0.18,,,
2917.33,0,0,0.025,0,0,,0,0.18,,,
2917.34,0,0.07,0.025,0,0,,0,0.18,,,
2917.35,0,0.07,0.025,0,0,,0,0.18,,,
2917.36,0,0,0.025,0,0,,0,0.18,,,
2917.37,0,0.07,0.025,0,0,,0,0.18,,,
2917.39,0,0.07,0.025,0,0,,0,0.18,,,
2918.11,0,0.07,0.025,0,0,,0,0.18,,,
2918.12,0,0,0.025,0,0,,0,0.18,,,
2918.13,0,0,0.025,0,0,,0,0.18,,,
2918.14,0,0.07,0.025,0,0,,0,0.18,,,
2918.15,0,0.07,0.025,0,0,,0,0.18,,,
2918.16,0,0.07,0.025,0,0,,0,0.18,,,
2918.17,0,0,0.025,0,0,,0,0.18,,,
2918.18,0,0.07,0.025,0,0,,0,0.18,,,
2918.19,0,0,0.025,0,0,,0,0.18,,,
2918.21,0,0.07,0.025,0,0,,0,0.18,,,
2918.22,0,0,0.025,0,0,,0,0.18,,,
2918.23,0,0.07,0.025,0,0,,0,0.18,,,
2918.29,0,0.07,0.025,0,0,,0,0.18,,,
2918.30,0,0,0.025,0,0,,0,0.18,,,
2918.91,0,0,0.025,0,0,,0,0.18,,,
2918.99,0,0,0,0,0,,0,0.18,,,
2918.99.10,0,0,0.025,0,0,,0,0.18,,,
2918.99.20,0,0.07,0.025,0,0,,0,0.18,,,
2918.99.90,0,0.07,0.025,0,0,,0,0.18,,,
2919.10,0,0,0.025,0,0,,0,0.18,,,
2919.90.10,0,0,0.025,0,0,,0,0.18,,,
2919.90.90,0,0,0.025,0,0,,0,0.18,,,
2920.11,0,0.07,0.025,0,0,,0,0.18,,,
2920.19.10,0,0.07,0.025,0,0,,0,0.18,,,
2920.19.90,0,0,0.025,0,0,,0,0.18,,,
2920.21,0,0,0.025,0,0,,0,0.18,,,
2920.22,0,0,0.025,0,0,,0,0.18,,,
2920.23,0,0.07,0.025,0,0,,0,0.18,,,
2920.24,0,0.07,0.025,0,0,,0,0.18,,,
2920.29,0,0.07,0.025,0,0,,0,0.18,,,
2920.30,0,0.07,0.025,0,0,,0,0.18,,,
2920.90,0,0.07,0.025,0,0,,0,0.18,,,
2921.11,0,0.07,0.025,0,0,,0,0.18,,,
2921.12,0,0.07,0.025,0,0,,0,0.18,,,
2921.13,0,0.07,0.025,0,0,,0,0.18,,,
2921.14,0,0.07,0.025,0,0,,0,0.18,,,
2921.19,0,0.07,0.025,0,0,,0,0.18,,,
2921.21,0,0.07,0.025,0,0,,0,0.18,,,
2921.22,0,0,0.025,0,0,,0,0.18,,,
2921.29,0,0.07,0.025,0,0,,0,0.18,,,
2921.30,0,0,0.025,0,0,,0,0.18,,,
2921.41,0,0.07,0.025,0,0,,0,0.18,,,
2921.42,0,0,0.025,0,0,,0,0.18,,,
2921.43,0,0,0.025,0,0,,0,0.18,,,
2921.44,0,0,0.025,0,0,,0,0.18,,,
2921.45,0,0,0.025,0,0,,0,0.18,,,
2921.46,0,0.07,0.025,0,0,,0,0.18,,,
2921.49,0,0,0.025,0,0,,0,0.18,,,
2921.51,0,0.07,0.025,0,0,,0,0.18,,,
2921.59,0,0.07,0.025,0,0,,0,0.18,,,
2922.11,0,0.07,0.025,0,0,,0,0.18,,,
2922.12,0,0.07,0.025,0,0,,0,0.18,,,
2922.14,0,0.07,0.025,0,0,,0,0.18,,,
2922.15,0,0.07,0.025,0,0,,0,0.18,,,
2922.16,0,0.07,0.025,0,0,,0,0.18,,,
2922.17,0,0,0.025,0,0,,0,0.18,,,
2922.18,0,0.07,0.025,0,0,,0,0.18,,,
2922.19,0,0,0.025,0,0,,0,0.18,,,
2922.21,0,0,0.025,0,0,,0,0.18,,,
2922.29.10,0,0,0.025,0,0,,0,0.18,,,
2922.29.90,0.395,0,0.025,0,0,,0,0.18,,,
2922.31,0,0.07,0.025,0,0,,0,0.18,,,
2922.39,0,0,0.025,0,0,,0,0.18,,,
2922.41,0,0.07,0.025,0,0,,0,0.18,,,
2922.42.10,0,0.05,0.025,0,0,,120,0.18,,,
2922.42.90,0,0.07,0.025,0,0,,0,0.18,,,
2922.43,0,0.07,0.025,0,0,,0,0.18,,,
2922.44,0,0,0.025,0,0,,0,0.18,,,
2922.49,0,0.07,0.025,0,0,,0,0.18,,,
2922.50,0,0.07,0.025,0,0,,0,0.18,,,
2923.10,0,0.07,0.025,0,0,,0,0.18,,,
2923.20,0,0.07,0.025,0,0,,0,0.18,,,
2923.30,0,0.07,0.025,0,0,,0,0.18,,,
2923.40,0,0.07,0.025,0,0,,0,0.18,,,
2923.90,0,0.07,0.025,0,0,,0,0.18,,,
2924.11,0,0.07,0.025,0,0,,0,0.18,,,
2924.12,0,0.07,0.025,0,0,,0,0.18,,,
2924.19,0,0.07,0.025,0,0,,0,0.18,,,
2924.21,0,0.07,0.025,0,0,,0,0.18,,,
2924.23.10,0,0,0.025,0,0,,0,0.18,,,
2924.23.20,0,0,0.025,0,0,,0,0.18,,,
2924.24,0,0.07,0.025,0,0,,0,0.18,,,
2924.25,0,0.07,0.025,0,0,,0,0.18,,,
2924.29.10,0,0.07,0.025,0,0,,0,0.18,,,
2924.29.20,0,0.07,0.025,0,0,,0,0.18,,,
2924.29.30,0,0.07,0.025,0,0,,0,0.18,,,
2924.29.40,0,0.07,0.025,0,0,,0,0.18,,,
2924.29.90,0,0.07,0.025,0,0,,0,0.18,,,
2925.11,0,0.07,0.025,0,0,,0,0.18,,,
2925.12,0,0.07,0.025,0,0,,0,0.18,,,
2925.19,0,0.07,0.025,0,0,,0,0.18,,,
2925.21,0,0.07,0.025,0,0,,0,0.18,,,
2925.29,0,0.07,0.025,0,0,,0,0.18,,,
2926.10,0,0,0.025,0,0,,0,0.18,,,
2926.20,0,0,0.025,0,0,,0,0.18,,,
2926.30,0,0.07,0.025,0,0,,0,0,,,
2926.40,0,0.07,0.025,0,0,,0,0.18,,,
2926.90,0,0,0.025,0,0,,0,0.18,,,
2927.00,0,0.07,0.025,0,0,,0,0.18,,,
2928.00,0,0.12,0.025,0,0,,0,0.18,,,
2929.10,0,0.07,0.025,0,0,,0,0.18,,,
2929.90,0,0.07,0.025,0,0,,0,0.18,,,
2930.10,0,0,0.025,0,0,,0,0.18,,,
2930.20,0,0,0,0,0,,0,0,,,
2930.20.10,0,0,0.025,0,0,,0,0.18,,,
2930.20.90,0,0,0.025,0,0,,0,0.18,,,
2930.30,0,0.07,0.025,0,0,,0,0.18,,,
2930.40,0,0.07,0.025,0,0,,0,0.18,,,
2930.60,0,0.07,0.025,0,0,,0,0.18,,,
2930.70,0,0.07,0.025,0,0,,0,0.18,,,
2930.80,0,0.07,0.025,0,0,,0,0.18,,,
2930.90.10,0,0,0.025,0,0,,0,0.18,,,
2930.90.20,0,0,0.025,0,0,,0,0.18,,,
2930.90.30,0,0.07,0.025,0,0,,0,0.18,,,
2930.90.40,0,0,0.025,0,0,,0,0.18,,,
2930.90.50,0,0.07,0.025,0,0,,0,0.18,,,
2930.90.90,0,0.07,0.025,0,0,,0,0.18,,,
2931.10,0,0,0,0,0,,0,0,,,
2931.10.10,0,0.07,0.025,0,0,,0,0.18,,,
2931.10.20,0,0.07,0.025,0,0,,0,0.18,,,
2931.20,0,0.07,0.025,0,0,,0,0.18,,,
2931.41,0,0,0.025,0,0,,0,0.18,,,
2931.42,0,0,0.025,0,0,,0,0.18,,,
2931.43,0,0.07,0.025,0,0,,0,0.18,,,
2931.44,0,0.05,0.025,0,0,,0,0.18,,,
2931.45,0,0,0.025,0,0,,0,0.18,,,
2931.46,0,0.07,0.025,0,0,,0,0.18,,,
2931.47,0,0,0.025,0,0,,0,0.18,,,
2931.48,0,0,0.025,0,0,,0,0.18,,,
2931.49,0,0,0,0,0,,0,0,,,
2931.49.10,0,0,0.025,0,0,,0,0.18,,,
2931.49.90,0,0,0.025,0,0,,0,0.18,,,
2931.51,0,0,0,0,0,,0,0.18,,,
2931.52,0,0,0,0,0,,0,0.18,,,
2931.53,0,0,0,0,0,,0,0.18,,,
2931.54,0,0,0,0,0,,0,0.18,,,
2931.59,0,0,0,0,0,,0,0.18,,,
2931.90.10,0,0.07,0.025,0,0,,0,0.18,,,
2931.90.20,0,0.07,0.025,0,0,,0,0.18,,,
2931.90.30,0,0.07,0.025,0,0,,0,0.18,,,
2931.90.90,0,0.07,0.025,0,0,,0,0.18,,,
2932.11,0,0,0.025,0,0,,0,0.18,,,
2932.12,0,0,0.025,0,0,,0,0.18,,,
2932.13,0,0,0.025,0,0,,0,0.18,,,
2932.14,0,0,0.025,0,0,,0,0.18,,,
2932.19,0,0.07,0.025,0,0,,0,0.18,,,
2932.20,0,0,0,0,0,,0,0.18,,,
2932.20.10,0,0,0.025,0,0,,0,0.18,,,
2932.20.90,0,0,0.025,0,0,,0,0.18,,,
2932.91,0,0.07,0.025,0,0,,0,0.18,,,
2932.92,0,0.07,0.025,0,0,,0,0.18,,,
2932.93,0,0,0.025,0,0,,0,0.18,,,
2932.94,0,0,0.025,0,0,,0,0.18,,,
2932.95,0,0.07,0.025,0,0,,0,0.18,,,
2932.96,0,0,0.025,0,0,,0,0.18,,,
2932.99,0,0,0,0,0,,0,0,,,
2932.99.20,0,0.07,0.025,0,0,,0,0.18,,,
2932.99.30,0,0.07,0.025,0,0,,0,0.18,,,
2932.99.90,0,0.07,0.025,0,0,,0,0.18,,,
2933.11,0,0,0.025,0,0,,0,0.18,,,
2933.19,0,0.07,0.025,0,0,,0,0.18,,,
2933.21,0,0.07,0.025,0,0,,0,0.18,,,
2933.29,0,0.07,0.025,0,0,,0,0.18,,,
2933.31,0,0.07,0.025,0,0,,0,0.18,,,
2933.32,0,0,0.025,0,0,,0,0.18,,,
2933.33,0,0,0.025,0,0,,0,0.18,,,
2933.34,0,0,0.025,0,0,,0,0.18,,,
2933.35,0,0,0.025,0,0,,0,0.18,,,
2933.36,0,0.07,0.025,0,0,,0,0.18,,,
2933.37,0,0.07,0.025,0,0,,0,0.18,,,
2933.39,0,0,0,0,0,,0,0,,,
2933.39.10,0,0.07,0.025,0,0,,0,0.18,,,
2933.39.20,0,0,0.025,0,0,,0,0.18,,,
2933.39.90,0,0.07,0.025,0,0,,0,0.18,,,
2933.41,0,0.07,0.025,0,0,,0,0.18,,,
2933.49,0,0,0.025,0,0,,0,0.18,,,
2933.52,0,0,0.025,0,0,,0,0.18,,,
2933.53,0,0.07,0.025,0,0,,0,0.18,,,
2933.54,0,0,0.025,0,0,,0,0.18,,,
2933.55,0,0.07,0.025,0,0,,0,0.18,,,
2933.59,0,0,0,0,0,,0,0.18,,,
2933.59.10,0,0,0.025,0,0,,0,0.18,,,
2933.59.90,0,0.07,0.025,0,0,,0,0.18,,,
2933.61,0,0.07,0.025,0,0,,0,0.18,,,
2933.69,0,0.07,0.025,0,0,,0,0.18,,,
2933.71,0,0.07,0.025,0,0,,0,0.18,,,
2933.72,0,0.07,0.025,0,0,,0,0.18,,,
2933.79,0,0,0.025,0,0,,0,0.18,,,
2933.91,0,0.07,0.025,0,0,,0,0.18,,,
2933.92,0,0.07,0.025,0,0,,0,0.18,,,
2933.99.10,0,0,0.025,0,0,,0,0.18,,,
2933.99.90,0,0.07,0.025,0,0,,0,0.18,,,
2934.10,0,0,0.025,0,0,,0,0.18,,,
2934.20,0,0.07,0.025,0,0,,0,0.18,,,
2934.30,0,0.07,0.025,0,0,,0,0.18,,,
2934.91,0,0,0.025,0,0,,0,0.18,,,
2934.92,0,0,0.025,0,0,,0,0.18,,,
2934.99,0,0.07,0.025,0,0,,0,0.18,,,
2935.10,0,0.07,0.025,0,0,,0,0.18,,,
2935.20,0,0.07,0.025,0,0,,0,0.18,,,
2935.30,0,0.07,0.025,0,0,,0,0.18,,,
2935.40,0,0.07,0.025,0,0,,0,0.18,,,
2935.50,0,0.07,0.025,0,0,,0,0.18,,,
2935.90,0,0.07,0.025,0,0,,0,0.18,,,
2936.21,0,0.07,0.025,0,0,,0,0.18,,,
2936.22,0,0.07,0.025,0,0,,0,0.18,,,
2936.23,0,0.07,0.025,0,0,,0,0.18,,,
2936.24,0,0.07,0.025,0,0,,0,0.18,,,
2936.25,0,0.07,0.025,0,0,,0,0.18,,,
2936.26,0,0.07,0.025,0,0,,0,0.18,,,
2936.27,0,0.07,0.025,0,0,,0,0.18,,,
2936.28,0,0.07,0.025,0,0,,0,0.18,,,
2936.29,0,0.07,0.025,0,0,,0,0.18,,,
2936.90,0,0.07,0.025,0,0,,0,0.18,,,
2937.11,0,0.07,0.025,0,0,,0,0.18,,,
2937.12,0,0,0.025,0,0,,0,0.18,,,
2937.19,0,0,0.025,0,0,,0,0.18,,,
2937.21,0,0.07,0.025,0,0,,0,0.18,,,
2937.22,0,0,0.025,0,0,,0,0.18,,,
2937.23,0,0.07,0.025,0,0,,0,0.18,,,
2937.29,0,0,0.025,0,0,,0,0.18,,,
2937.50,0,0.07,0.025,0,0,,0,0.18,,,
2937.90,0,0,0.025,0,0,,0,0.18,,,
2938.10,0,0,0.025,0,0,,0,0.18,,,
2938.90,0,0.07,0.025,0,0,,0,0.18,,,
2939.11,0,0.07,0.025,0,0,,0,0.18,,,
2939.19,0,0,0.025,0,0,,0,0.18,,,
2939.20,0,0,0.025,0,0,,0,0.18,,,
2939.30,0,0,0.025,0,0,,0,0.18,,,
2939.41,0,0.07,0.025,0,0,,0,0.18,,,
2939.42,0,0.07,0.025,0,0,,0,0.18,,,
2939.43,0,0.07,0.025,0,0,,0,0.18,,,
2939.44,0,0.07,0.025,0,0,,0,0.18,,,
2939.45,0,0.07,0.025,0,0,,0,0.18,,,
2939.49,0,0.07,0.025,0,0,,0,0.18,,,
2939.51,0,0.07,0.025,0,0,,0,0.18,,,
2939.59,0,0.07,0.025,0,0,,0,0.18,,,
2939.61,0,0.07,0.025,0,0,,0,0.18,,,
2939.62,0,0.07,0.025,0,0,,0,0.18,,,
2939.63,0,0.07,0.025,0,0,,0,0.18,,,
2939.69,0,0,0.025,0,0,,0,0.18,,,
2939.72,0,0.07,0.025,0,0,,0,0.18,,,
2939.79,0,0.07,0.025,0,0,,0,0.18,,,
2939.80,0,0.07,0.025,0,0,,0,0.18,,,
2940.00,0,0.07,0.025,0,0,,0,0.18,,,
2941.10,0,0.07,0.025,0,0,,0,0.18,,,
2941.20,0,0,0.025,0,0,,0,0.18,,,
2941.30,0,0,0.025,0,0,,0,0.18,,,
2941.40,0,0,0.025,0,0,,0,0.18,,,
2941.50,0,0.07,0.025,0,0,,0,0.18,,,
2941.90,0,0.07,0.025,0,0,,0,0.18,,,
2942.00,0,0.07,0.025,0,0,,0,0.18,,,
3001.20,0,0,0,0,0,,0,0,,,
3001.90,0,0,0,0,0,,0,0,,,
3002.12,0,0,0,0,0,,0,0,,,
3002.13,0,0,0,0,0,,0,0,,,
3002.14,0,0,0,0,0,,0,0,,,
3002.15,0,0,0,0,0,,0,0,,,
3002.41,0,0,0,0,0,,0,0,,,
3002.42,0,0,0,0,0,,0,0,,,
3002.49.10,0,0,0,0,0,,0,0,,,
3002.49.90,0,0,0,0,0,,0,0,,,
3002.51,0,0,0.025,0,0,,0,0,,,
3002.59,0,0,0.025,0,0,,0,0,,,
3002.90,0,0,0,0,0,,0,0,,,
3003.10,0,0,0,0,0,,0,0,,,
3003.20,0,0,0,0,0,,0,0,,,
3003.31,0,0,0,0,0,,0,0,,,
3003.39,0,0,0,0,0,,0,0,,,
3003.41,0,0,0,0,0,,0,0,,,
3003.42,0,0,0,0,0,,0,0,,,
3003.43,0,0,0,0,0,,0,0,,,
3003.49,0,0,0,0,0,,0,0,,,
3003.60,0,0,0,0,0,,0,0,,,
3003.90.11,0.1,0,0.025,0.34,0,"10% or Rs.1,000/= per kg",0,0.18,,,
3003.90.12,0,0.16,0.025,0.24,0,8% or Rs.250/= per kg,0,0.18,,,
3003.90.13,0,0.16,0.025,0.12,0,4% or Rs.100/= per kg,0,0.18,,,
3003.90.14,0,0,0,0,0,,0,0,,,
3003.90.15,0.1,0,0.025,0.41,0,"13% or Rs.1,000/= per kg",0,0.18,,,
3003.90.19,0.1,0,0.025,0.41,0,"13% or Rs.1,000/= per kg",0,0.18,,,
3003.90.90,0,0,0,0,0,,0,0,,,
3004.10,0,0,0,0,0,,0,0,,,
3004.20,0,0,0,0,0,,0,0,,,
3004.31,0,0,0,0,0,,0,0,,,
3004.32,0,0,0,0,0,,0,0,,,
3004.39,0,0,0,0,0,,0,0,,,
3004.41,0,0,0,0,0,,0,0,,,
3004.42,0,0,0,0,0,,0,0,,,
3004.43,0,0,0,0,0,,0,0,,,
3004.49,0,0,0,0,0,,0,0,,,
3004.50,0,0,0,0,0,,0,0,,,
3004.60,0,0,0,0,0,,0,0,,,
3004.90.11,0,0,0.025,0.49,0,"25% or Rs.2,000/= per kg",0,0.18,,,
3004.90.12,0,0,0.025,0.31,0,15% or Rs.500/= per kg,0,0.18,,,
3004.90.13,0,0,0.025,0.15,0,7% or Rs.200/= per kg,0,0.18,,,
3004.90.14,0,0,0,0,0,,0,0,,,
3004.90.15,0.1,0,0.025,0.53,0,"25% or Rs.2,000/= per kg",0,0.18,,,
3004.90.19,0.1,0,0.025,0.53,0,"25% or Rs.2,000/= per kg",0,0.18,,,
3004.90.20,0,0,0,0,0,,0,0,,,
3004.90.90,0,0,0,0,0,,0,0,,,
3005.10,0.2,0.1,0.025,0,0,,125,0.18,,,
3005.90,0.2,0.1,0.025,0,0,,125,0.18,,,
3006.10,0,0,0,0,0,,0,0,,,
3006.30,0,0,0,0,0,,0,0,,,
3006.40,0,0,0,0,0,,0,0,,,
3006.50,0,0,0,0,0,,0,0,,,
3006.60,0,0,0,0,0,,0,0,,,
3006.70,0,0,0,0,0,,0,0,,,
3006.91,0,0,0,0,0,,0,0,,,
3006.92,0,0,0,0,0,,0,0,,,
3006.93,0,0,0,0,0,,0,0,,,
3102.10,0,0,0,0,0,,0,0.18,,,
3102.21,0,0,0,0,0,,0,0.18,,,
3102.29,0,0,0,0,0,,0,0.18,,,
3102.30,0,0,0,0,0,,0,0.18,,,
3102.40,0,0,0,0,0,,0,0.18,,,
3102.50,0,0,0,0,0,,0,0.18,,,
3102.60,0,0,0,0,0,,0,0.18,,,
3102.80,0,0,0,0,0,,0,0.18,,,
3102.90,0,0,0,0,0,,0,0.18,,,
3103.11,0,0,0,0,0,,0,0.18,,,
3103.19,0,0,0,0,0,,0,0.18,,,
3103.90,0,0,0,0,0,,0,0.18,,,
3104.20,0,0,0,0,0,,0,0.18,,,
3104.30,0,0,0,0,0,,0,0.18,,,
3104.90,0,0,0,0,0,,0,0.18,,,
3105.10,0,0.135,0,0,0,,0,0.18,,,
3105.20,0,0,0,0,0,,0,0.18,,,
3105.30,0,0,0,0,0,,0,0.18,,,
3105.40,0,0,0,0,0,,0,0.18,,,
3105.51,0,0,0,0,0,,0,0.18,,,
3105.59,0,0,0,0,0,,0,0.18,,,
3105.60,0,0,0,0,0,,0,0.18,,,
3105.90,0,0,0,0,0,,0,0.18,,,
3201.10,0,0,0.025,0,0,,0,0.18,,,
3201.20,0,0.16,0.025,0,0,,0,0.18,,,
3201.90,0,0,0.025,0,0,,0,0.18,,,
3202.10,0,0.16,0.025,0,0,,0,0.18,,,
3202.90,0,0.16,0.025,0,0,,0,0.18,,,
3204.11,0,0.16,0.025,0,0,,0,0,,,
3204.12,0,0.16,0.025,0,0,,0,0,,,
3204.13,0,0.16,0.025,0,0,,0,0,,,
3204.14,0,0.16,0.025,0,0,,0,0,,,
3204.15,0,0.16,0.025,0,0,,0,0,,,
3204.16,0,0.16,0.025,0,0,,0,0,,,
3204.17,0,0.16,0.025,0,0,,0,0,,,
3204.18,0,0,0.025,0,0,,0,0.18,,,
3204.19,0,0.16,0.025,0,0,,0,0.18,,,
3204.20,0,0.16,0.025,0,0,,0,0.18,,,
3204.90,0,0.16,0.025,0,0,,0,0.18,,,
3206.11,0,0.16,0.025,0,0,,0,0.18,,,
3206.19,0,0.16,0.025,0,0,,0,0.18,,,
3206.20,0,0.16,0.025,0,0,,0,0.18,,,
