Lookup Key,Duty % only,PAL % only,SSCL % only,Cess % only,Surcharge % only,Dual % and unit,Total Per unit charge,VAT %,,,
5202.99,0,0.1,0.025,0,0,,0,0.18,,,
5203.00,0,0,0,0,0,,0,0,,,
5203.00.10,0,0,0.025,0,0,,0,0.18,,,
5203.00.90,0,0,0.025,0,0,,0,0.18,,,
5204.11,0,0.16,0.025,0,0,,0,0.18,,,
5204.19,0,0.16,0.025,0,0,,0,0.18,,,
5204.20,0,0.16,0.025,0,0,,0,0.18,,,
5205.11,0,0,0.025,0,0,,0,0,,,
5205.12,0,0,0.025,0,0,,0,0,,,
5205.13,0,0,0.025,0,0,,0,0,,,
5205.14,0,0,0.025,0,0,,0,0,,,
5205.15,0,0,0.025,0,0,,0,0,,,
5205.21,0,0,0.025,0,0,,0,0,,,
5205.22,0,0,0.025,0,0,,0,0,,,
5205.23,0,0,0.025,0,0,,0,0,,,
5205.24,0,0,0.025,0,0,,0,0,,,
5205.26,0,0,0.025,0,0,,0,0,,,
5205.27,0,0,0.025,0,0,,0,0,,,
5205.28,0,0,0.025,0,0,,0,0,,,
5205.31,0,0,0.025,0,0,,0,0,,,
5205.32,0,0,0.025,0,0,,0,0,,,
5205.33,0,0,0.025,0,0,,0,0,,,
5205.34,0,0,0.025,0,0,,0,0,,,
5205.35,0,0,0.025,0,0,,0,0,,,
5205.41,0,0,0.025,0,0,,0,0,,,
5205.42,0,0,0.025,0,0,,0,0,,,
5205.43,0,0,0.025,0,0,,0,0,,,
5205.44,0,0,0.025,0,0,,0,0,,,
5205.46,0,0,0.025,0,0,,0,0,,,
5205.47,0,0,0.025,0,0,,0,0,,,
5205.48,0,0,0.025,0,0,,0,0,,,
5206.11,0,0,0.025,0,0,,0,0,,,
5206.12,0,0,0.025,0,0,,0,0,,,
5206.13,0,0,0.025,0,0,,0,0,,,
5206.14,0,0,0.025,0,0,,0,0,,,
5206.15,0,0,0.025,0,0,,0,0,,,
5206.21,0,0,0.025,0,0,,0,0,,,
5206.22,0,0,0.025,0,0,,0,0,,,
5206.23,0,0,0.025,0,0,,0,0,,,
5206.24,0,0,0.025,0,0,,0,0,,,
5206.25,0,0,0.025,0,0,,0,0,,,
5206.31,0,0,0.025,0,0,,0,0,,,
5206.32,0,0,0.025,0,0,,0,0,,,
5206.33,0,0,0.025,0,0,,0,0,,,
5206.34,0,0,0.025,0,0,,0,0,,,
5206.35,0,0,0.025,0,0,,0,0,,,
5206.41,0,0,0.025,0,0,,0,0,,,
5206.42,0,0,0.025,0,0,,0,0,,,
5206.43,0,0,0.025,0,0,,0,0,,,
5206.44,0,0,0.025,0,0,,0,0,,,
5206.45,0,0,0.025,0,0,,0,0,,,
5207.10,0,0.16,0.025,0,0,,0,0.18,,,
5207.90,0,0,0.025,0,0,,0,0.18,,,
5208.11,0,0,0,0,0,,0,0,,,
5208.11.20,0,0,0.025,0,0,,340,0.18,,,
5208.11.90,0,0,0.025,0,0,,55,0.18,,,
5208.12,0,0,0.025,0,0,,85,0.18,,,
5208.13,0,0,0.025,0,0,,85,0.18,,,
5208.19,0,0,0.025,0,0,,85,0.18,,,
5208.21,0,0,0,0,0,,0,0.18,,,
5208.21.10,0,0,0.025,0,0,,340,0.18,,,
5208.21.90,0,0,0.025,0,0,,110,0.18,,,
5208.22,0,0,0.025,0,0,,110,0.18,,,
5208.23,0,0,0.025,0,0,,110,0.18,,,
5208.29,0,0,0.025,0,0,,110,0.18,,,
5208.31,0,0,0.025,0,0,,110,0.18,,,
5208.32,0,0,0.025,0,0,,110,0.18,,,
5208.33,0,0,0.025,0,0,,110,0.18,,,
5208.39,0,0,0.025,0,0,,110,0.18,,,
5208.41,0,0,0.025,0,0,,110,0.18,,,
5208.42,0,0,0.025,0,0,,110,0.18,,,
5208.43,0,0,0.025,0,0,,110,0.18,,,
5208.49,0,0,0.025,0,0,,110,0.18,,,
5208.51,0,0,0.025,0,0,,110,0.18,,,
5208.52,0,0,0.025,0,0,,110,0.18,,,
5208.59,0,0,0.025,0,0,,110,0.18,,,
5209.11,0,0,0.025,0,0,,85,0.18,,,
5209.12,0,0,0.025,0,0,,85,0.18,,,
5209.19,0,0,0.025,0,0,,85,0.18,,,
5209.21,0,0,0.025,0,0,,110,0.18,,,
5209.22,0,0,0.025,0,0,,110,0.18,,,
5209.29,0,0,0.025,0,0,,110,0.18,,,
5209.31,0,0,0.025,0,0,,110,0.18,,,
5209.32,0,0,0.025,0,0,,110,0.18,,,
5209.39,0,0,0.025,0,0,,110,0.18,,,
5209.41,0,0,0.025,0,0,,110,0.18,,,
5209.42,0,0,0.025,0,0,,110,0.18,,,
5209.43,0,0,0.025,0,0,,110,0.18,,,
5209.49,0,0,0.025,0,0,,110,0.18,,,
5209.51,0,0,0.025,0,0,,110,0.18,,,
5209.52,0,0,0.025,0,0,,110,0.18,,,
5209.59,0,0,0.025,0,0,,110,0.18,,,
5210.11,0,0,0.025,0,0,,85,0.18,,,
5210.19,0,0,0.025,0,0,,85,0.18,,,
5210.21,0,0,0.025,0,0,,110,0.18,,,
5210.29,0,0,0.025,0,0,,110,0.18,,,
5210.31,0,0,0.025,0,0,,110,0.18,,,
5210.32,0,0,0.025,0,0,,110,0.18,,,
5210.39,0,0,0.025,0,0,,110,0.18,,,
5210.41,0,0,0.025,0,0,,110,0.18,,,
5210.49,0,0,0.025,0,0,,110,0.18,,,
5210.51,0,0,0.025,0,0,,110,0.18,,,
5210.59,0,0,0.025,0,0,,110,0.18,,,
5211.11,0,0,0.025,0,0,,85,0.18,,,
5211.12,0,0,0.025,0,0,,85,0.18,,,
5211.19,0,0,0.025,0,0,,85,0.18,,,
5211.20,0,0,0.025,0,0,,110,0.18,,,
5211.31,0,0,0.025,0,0,,110,0.18,,,
5211.32,0,0,0.025,0,0,,110,0.18,,,
5211.39,0,0,0.025,0,0,,110,0.18,,,
5211.41,0,0,0.025,0,0,,110,0.18,,,
5211.42,0,0,0.025,0,0,,110,0.18,,,
5211.43,0,0,0.025,0,0,,110,0.18,,,
5211.49,0,0,0.025,0,0,,110,0.18,,,
5211.51,0,0,0.025,0,0,,110,0.18,,,
5211.52,0,0,0.025,0,0,,110,0.18,,,
5211.59,0,0,0.025,0,0,,110,0.18,,,
5212.11,0,0,0.025,0,0,,85,0.18,,,
5212.12,0,0,0.025,0,0,,110,0.18,,,
5212.13,0,0,0.025,0,0,,110,0.18,,,
5212.14,0,0,0.025,0,0,,110,0.18,,,
5212.15,0,0,0.025,0,0,,110,0.18,,,
5212.21,0,0,0.025,0,0,,85,0.18,,,
5212.22,0,0,0.025,0,0,,110,0.18,,,
5212.23,0,0,0.025,0,0,,110,0.18,,,
5212.24,0,0,0.025,0,0,,110,0.18,,,
5212.25,0,0,0.025,0,0,,110,0.18,,,
5301.10,0,0,0.025,0,0,,0,0.18,,,
5301.21,0,0,0.025,0,0,,0,0.18,,,
5301.29,0,0,0.025,0,0,,0,0.18,,,
5301.30,0,0,0.025,0,0,,0,0.18,,,
5302.10,0,0,0.025,0,0,,0,0.18,,,
5302.90,0,0,0,0,0,,0,0,,,
5302.90.10,0,0,0.025,0,0,,0,0.18,,,
5302.90.90,0,0,0.025,0,0,,0,0.18,,,
5303.10,0,0,0.025,0,0,,0,0.18,,,
5303.90,0,0,0,0,0,,0,0,,,
5303.90.10,0,0,0.025,0,0,,0,0.18,,,
5303.90.90,0,0,0.025,0,0,,0,0.18,,,
5305.00,0,0,0,0,0,,0,0,,,
5305.00.11,0.2,0,0.025,0,0,,0,0.18,,,
5305.00.12,0.2,0,0.025,0,0,,0,0.18,,,
5305.00.13,0.2,0,0.025,0,0,,0,0.18,,,
5305.00.14,0.2,0,0.025,0,0,,0,0.18,,,
5305.00.21,0.2,0,0.025,0,0,,0,0.18,,,
5305.00.22,0.2,0,0.025,0,0,,0,0.18,,,
5305.00.23,0.2,0,0.025,0,0,,0,0.18,,,
5305.00.30,0.2,0,0.025,0,0,,0,0.18,,,
5305.00.41,0.2,0,0.025,0,0,,0,0.18,,,
5305.00.42,0.2,0,0.025,0,0,,0,0.18,,,
5305.00.50,0.2,0,0.025,0,0,,0,0.18,,,
5305.00.61,0.2,0,0.025,0,0,,0,0.18,,,
5305.00.69,0.2,0,0.025,0,0,,0,0.18,,,
5305.00.71,0.2,0,0.025,0,0,,0,0.18,,,
5305.00.72,0.2,0,0.025,0,0,,0,0.18,,,
5305.00.79,0.2,0,0.025,0,0,,0,0.18,,,
5305.00.81,0.2,0,0.025,0,0,,0,0.18,,,
5305.00.82,0.2,0,0.025,0.04,0,,0,0.18,,,
5305.00.89,0.2,0,0.025,0.04,0,,0,0.18,,,
5305.00.91,0,0,0.025,0,0,,0,0.18,,,
5305.00.92,0,0,0.025,0,0,,0,0.18,,,
5305.00.93,0,0,0.025,0,0,,0,0.18,,,
5305.00.94,0.2,0,0.025,0.04,0,,0,0.18,,,
5305.00.99,0.2,0,0.025,0.04,0,,0,0.18,,,
5306.10,0,0,0.025,0,0,,0,0.18,,,
5306.20,0,0,0.025,0,0,,0,0.18,,,
5307.10,0,0,0,0,0,,0,0,,,
5307.10.10,0,0,0.025,0,0,,0,0.18,,,
5307.10.90,0,0,0.025,0,0,,0,0.18,,,
5307.20,0,0,0,0,0,,0,0,,,
5307.20.10,0,0,0.025,0,0,,0,0.18,,,
5307.20.90,0,0,0.025,0,0,,0,0.18,,,
5308.10,0,0,0.025,0,0,,0,0.18,,,
5308.20,0,0,0.025,0,0,,0,0.18,,,
5308.90,0,0,0.025,0,0,,0,0.18,,,
5309.11,0,0,0.025,0,0,,110,0.18,,,
5309.19,0,0,0.025,0,0,,110,0.18,,,
5309.21,0,0,0.025,0,0,,110,0.18,,,
5309.29,0,0,0.025,0,0,,110,0.18,,,
5310.10,0,0,0.025,0.2,0,,0,0.18,,,
5310.90,0,0,0.025,0.2,0,,0,0.18,,,
5311.00,0,0,0,0,0,,0,0,,,
5311.00.10,0,0,0.025,0,0,,0,0.18,,,
5311.00.90,0,0,0.025,0,0,,0,0.18,,,
5401.10,0,0.16,0.025,0,0,,0,0.18,,,
5401.20,0,0.16,0.025,0,0,,0,0.18,,,
5402.11,0,0,0.025,0,0,,0,0,,,
5402.19,0,0,0.025,0,0,,0,0,,,
5402.20,0,0,0.025,0,0,,0,0,,,
5402.31,0,0,0.025,0,0,,0,0,,,
5402.32,0,0,0.025,0,0,,0,0,,,
5402.33,0,0,0.025,0,0,,0,0,,,
5402.34,0,0,0.025,0,0,,0,0,,,
5402.39,0,0,0.025,0,0,,0,0,,,
5402.44,0,0,0.025,0,0,,0,0,,,
5402.45,0,0,0.025,0,0,,0,0,,,
5402.46,0,0,0.025,0,0,,0,0,,,
5402.47,0,0,0.025,0,0,,0,0,,,
5402.48,0,0,0.025,0,0,,0,0,,,
5402.49,0,0,0.025,0,0,,0,0,,,
5402.51,0,0,0.025,0,0,,0,0,,,
5402.52,0,0,0.025,0,0,,0,0,,,
5402.53,0,0,0.025,0,0,,0,0,,,
5402.59,0,0,0.025,0,0,,0,0,,,
5402.61,0,0,0.025,0,0,,0,0,,,
5402.62,0,0,0.025,0,0,,0,0,,,
5402.63,0,0,0.025,0,0,,0,0,,,
5402.69,0,0,0.025,0,0,,0,0,,,
5403.10,0,0,0.025,0,0,,0,0,,,
5403.31,0,0,0.025,0,0,,0,0,,,
5403.32,0,0,0.025,0,0,,0,0,,,
5403.33,0,0,0.025,0,0,,0,0,,,
5403.39,0,0,0.025,0,0,,0,0,,,
5403.41,0,0,0.025,0,0,,0,0,,,
5403.42,0,0,0.025,0,0,,0,0,,,
5403.49,0,0,0.025,0,0,,0,0,,,
5404.11,0,0,0.025,0,0,,0,0.18,,,
5404.12,0,0,0.025,0,0,,0,0.18,,,
5404.19,0,0,0.025,0,0,,0,0.18,,,
5404.90,0,0,0.025,0,0,,0,0.18,,,
5405.00,0,0.16,0.025,0,0,,0,0.18,,,
5406.00,0,0,0.025,0,0,,0,0.18,,,
5407.10,0,0,0.025,0,0,,110,0.18,,,
5407.20,0,0,0.025,0,0,5% or Rs. 90/- per kg | 4.5% or Rs. 82/- per kg | 20% or Rs.240/- per kg,0,0.18,,,
5407.30,0,0,0.025,0,0,,110,0.18,,,
5407.41,0,0,0.025,0,0,,110,0.18,,,
5407.42,0,0,0.025,0,0,,110,0.18,,,
5407.43,0,0,0.025,0,0,,110,0.18,,,
5407.44,0,0,0.025,0,0,,110,0.18,,,
5407.51,0,0,0.025,0,0,,110,0.18,,,
5407.52,0,0,0.025,0,0,,110,0.18,,,
5407.53,0,0,0.025,0,0,,110,0.18,,,
5407.54,0,0,0.025,0,0,,128,0.18,,,
5407.61,0,0,0.025,0,0,,110,0.18,,,
5407.69,0,0,0.025,0,0,,110,0.18,,,
5407.71,0,0,0.025,0,0,,110,0.18,,,
5407.72,0,0,0.025,0,0,,110,0.18,,,
5407.73,0,0,0.025,0,0,,110,0.18,,,
5407.74,0,0,0.025,0,0,,110,0.18,,,
5407.81,0,0,0.025,0,0,,110,0.18,,,
5407.82,0,0,0.025,0,0,,110,0.18,,,
5407.83,0,0,0.025,0,0,,110,0.18,,,
5407.84,0,0,0.025,0,0,,110,0.18,,,
5407.91,0,0,0.025,0,0,,110,0.18,,,
5407.92,0,0,0.025,0,0,,110,0.18,,,
5407.93,0,0,0.025,0,0,,110,0.18,,,
5407.94,0,0,0.025,0,0,,110,0.18,,,
5408.10,0,0,0.025,0,0,,110,0.18,,,
5408.21,0,0,0.025,0,0,,110,0.18,,,
5408.22,0,0,0.025,0,0,,110,0.18,,,
5408.23,0,0,0.025,0,0,,110,0.18,,,
5408.24,0,0,0.025,0,0,,110,0.18,,,
5408.31,0,0,0.025,0,0,,110,0.18,,,
5408.32,0,0,0.025,0,0,,110,0.18,,,
5408.33,0,0,0.025,0,0,,110,0.18,,,
5408.34,0,0,0.025,0,0,,110,0.18,,,
5501.11,0,0,0.025,0,0,,0,0.18,,,
5501.19,0,0,0.025,0,0,,0,0.18,,,
5501.20,0,0,0.025,0,0,,0,0.18,,,
5501.30,0,0,0.025,0,0,,0,0.18,,,
5501.40,0,0,0.025,0,0,,0,0.18,,,
5501.90,0,0,0.025,0,0,,0,0.18,,,
5502.10,0,0,0.025,0,0,,0,0.18,,,
5502.90,0,0,0.025,0,0,,0,0.18,,,
5503.11,0,0,0.025,0,0,,0,0.18,,,
5503.19,0,0,0.025,0,0,,0,0.18,,,
5503.20,0,0,0.025,0,0,,0,0.18,,,
5503.30,0,0,0.025,0,0,,0,0.18,,,
5503.40,0,0,0.025,0,0,,0,0.18,,,
5503.90,0,0,0.025,0,0,,0,0.18,,,
5504.10,0,0,0.025,0,0,,0,0.18,,,
5504.90,0,0,0.025,0,0,,0,0.18,,,
5505.10,0,0,0.025,0,0,,0,0.18,,,
5505.20,0,0,0.025,0,0,,0,0.18,,,
5506.10,0,0,0.025,0,0,,0,0.18,,,
5506.20,0,0,0.025,0,0,,0,0.18,,,
5506.30,0,0,0.025,0,0,,0,0.18,,,
5506.40,0,0,0.025,0,0,,0,0.18,,,
5506.90,0,0,0.025,0,0,,0,0.18,,,
5507.00,0,0,0.025,0,0,,0,0.18,,,
5508.10,0,0.16,0.025,0,0,,0,0.18,,,
5508.20,0,0.16,0.025,0,0,,0,0.18,,,
5509.11,0,0,0.025,0,0,,0,0,,,
5509.12,0,0,0.025,0,0,,0,0,,,
5509.21,0,0,0.025,0,0,,0,0,,,
5509.22,0,0,0.025,0,0,,0,0,,,
5509.31,0,0,0.025,0,0,,0,0,,,
5509.32,0,0,0.025,0,0,,0,0,,,
5509.41,0,0,0.025,0,0,,0,0,,,
5509.42,0,0,0.025,0,0,,0,0,,,
5509.51,0,0,0.025,0,0,,0,0,,,
5509.52,0,0,0.025,0,0,,0,0,,,
5509.53,0,0,0.025,0,0,,0,0,,,
5509.59,0,0,0.025,0,0,,0,0,,,
5509.61,0,0,0.025,0,0,,0,0,,,
5509.62,0,0,0.025,0,0,,0,0,,,
5509.69,0,0,0.025,0,0,,0,0,,,
5509.91,0,0,0.025,0,0,,0,0,,,
5509.92,0,0,0.025,0,0,,0,0,,,
5509.99,0,0,0.025,0,0,,0,0,,,
5510.11,0,0,0.025,0,0,,0,0,,,
5510.12,0,0,0.025,0,0,,0,0,,,
5510.20,0,0,0.025,0,0,,0,0,,,
5510.30,0,0,0.025,0,0,,0,0,,,
5510.90,0,0,0.025,0,0,,0,0,,,
5511.10,0,0,0.025,0,0,,0,0.18,,,
5511.20,0,0,0.025,0,0,,0,0.18,,,
5511.30,0,0,0.025,0,0,,0,0.18,,,
5512.11,0,0,0.025,0,0,,110,0.18,,,
5512.19,0,0,0.025,0,0,,110,0.18,,,
5512.21,0,0,0.025,0,0,,110,0.18,,,
5512.29,0,0,0.025,0,0,,110,0.18,,,
5512.91,0,0,0.025,0,0,,110,0.18,,,
5512.99,0,0,0.025,0,0,,110,0.18,,,
5513.11,0,0,0.025,0,0,,110,0.18,,,
5513.12,0,0,0.025,0,0,,110,0.18,,,
5513.13,0,0,0.025,0,0,,110,0.18,,,
5513.19,0,0,0.025,0,0,,110,0.18,,,
5513.21,0,0,0.025,0,0,,110,0.18,,,
5513.23,0,0,0.025,0,0,,110,0.18,,,
5513.29,0,0,0.025,0,0,,110,0.18,,,
5513.31,0,0,0.025,0,0,,110,0.18,,,
5513.39,0,0,0.025,0,0,,110,0.18,,,
5513.41,0,0,0.025,0,0,,110,0.18,,,
5513.49,0,0,0.025,0,0,,110,0.18,,,
5514.11,0,0,0.025,0,0,,110,0.18,,,
5514.12,0,0,0.025,0,0,,110,0.18,,,
5514.19,0,0,0.025,0,0,,110,0.18,,,
5514.21,0,0,0.025,0,0,,110,0.18,,,
5514.22,0,0,0.025,0,0,,110,0.18,,,
5514.23,0,0,0.025,0,0,,110,0.18,,,
5514.29,0,0,0.025,0,0,,110,0.18,,,
5514.30,0,0,0.025,0,0,,110,0.18,,,
5514.41,0,0,0.025,0,0,,110,0.18,,,
5514.42,0,0,0.025,0,0,,110,0.18,,,
5514.43,0,0,0.025,0,0,,110,0.18,,,
5514.49,0,0,0.025,0,0,,110,0.18,,,
5515.11,0,0,0.025,0,0,,110,0.18,,,
5515.12,0,0,0.025,0,0,,110,0.18,,,
5515.13,0,0,0.025,0,0,,110,0.18,,,
5515.19,0,0,0.025,0,0,,110,0.18,,,
5515.21,0,0,0.025,0,0,,110,0.18,,,
5515.22,0,0,0.025,0,0,,110,0.18,,,
5515.29,0,0,0.025,0,0,,110,0.18,,,
5515.91,0,0,0.025,0,0,,110,0.18,,,
5515.99,0,0,0.025,0,0,,110,0.18,,,
5516.11,0,0,0.025,0,0,,110,0.18,,,
5516.12,0,0,0.025,0,0,,110,0.18,,,
5516.13,0,0,0.025,0,0,,110,0.18,,,
5516.14,0,0,0.025,0,0,,110,0.18,,,
5516.21,0,0,0.025,0,0,,110,0.18,,,
5516.22,0,0,0.025,0,0,,128,0.18,,,
5516.23,0,0,0.025,0,0,,110,0.18,,,
5516.24,0,0,0.025,0,0,,110,0.18,,,
5516.31,0,0,0.025,0,0,,110,0.18,,,
5516.32,0,0,0.025,0,0,,110,0.18,,,
5516.33,0,0,0.025,0,0,,110,0.18,,,
5516.34,0,0,0.025,0,0,,110,0.18,,,
5516.41,0,0,0.025,0,0,,110,0.18,,,
5516.42,0,0,0.025,0,0,,110,0.18,,,
5516.43,0,0,0.025,0,0,,110,0.18,,,
5516.44,0,0,0.025,0,0,,110,0.18,,,
5516.91,0,0,0.025,0,0,,110,0.18,,,
5516.92,0,0,0.025,0,0,,110,0.18,,,
5516.93,0,0,0.025,0,0,,110,0.18,,,
5516.94,0,0,0.025,0,0,,110,0.18,,,
5601.21,0,0.16,0.025,0,0,,110,0.18,,,
5601.22,0,0.16,0.025,0,0,,110,0.18,,,
5601.29,0,0.16,0.025,0,0,,110,0.18,,,
5601.30,0,0.16,0.025,0,0,,110,0.18,,,
5602.10,0,0.16,0.025,0,0,,0,0.18,,,
5602.21,0,0.16,0.025,0,0,,0,0.18,,,
5602.29,0,0.16,0.025,0,0,,0,0.18,,,
5602.90,0,0.16,0.025,0,0,,0,0.18,,,
5603.11,0,0.16,0.025,0,0,,0,0.18,,,
5603.12,0,0.16,0.025,0,0,,0,0.18,,,
5603.13,0,0.16,0.025,0,0,,0,0.18,,,
5603.14,0,0.16,0.025,0,0,,0,0.18,,,
5603.91,0,0.16,0.025,0,0,,0,0.18,,,
5603.92,0,0.16,0.025,0,0,,0,0.18,,,
5603.93,0,0.16,0.025,0,0,,0,0.18,,,
5603.94,0,0.16,0.025,0,0,,0,0.18,,,
5604.10,0,0,0.025,0,0,,0,0.18,,,
5604.90,0,0,0.025,0,0,,0,0.18,,,
5605.00,0,0,0.025,0,0,,0,0.18,,,
5606.00,0,0,0.025,0,0,,0,0.18,,,
5607.21,0.2,0,0.025,0,0,,0,0.18,,,
5607.29,0,0,0.025,0,0,,0,0.18,,,
5607.41,0,0.1,0.025,0.08,0,20% or Rs.120/- per kg | 8% or Rs.30/= per kg,0,0.18,,,
5607.49,0,0,0,0,0,,0,0,,,
5607.49.10,0,0.16,0.025,0,0,10% or Rs.30/- per kg,0,0.18,,,
5607.49.90,0,0.1,0.025,0.08,0,20% or Rs.60/- per kg | 8% or Rs.30/= per kg,0,0.18,,,
5607.50,0,0,0,0,0,,0,0,,,
5607.50.10,0,0.16,0.025,0,0,6.67% or Rs. 27/- per kg | 10% or Rs. 30/- per kg,0,0.18,,,
5607.50.90,0,0.16,0.025,0.08,0,20% or Rs.300/- per kg | 8% or Rs.80/= per kg,0,0.18,,,
5607.90,0,0,0,0,0,,0,0,,,
5607.90.10,0,0,0.025,0,0,,0,0.18,,,
5607.90.20,0,0,0.025,0.1,0,16.67% or Rs. 44/- per kg | 10% or Rs.50/= per kg,0,0.18,,,
5607.90.30,0,0,0.025,0.08,0,20% or Rs.45/- per kg | 8% or Rs.13/= per kg,0,0.18,,,
5607.90.40,0,0,0.025,0.08,0,16.67% or Rs. 30/- per kg | 20% or Rs.80/- per kg | 8% or Rs.23/= per kg,0,0.18,,,
5607.90.90,0,0.16,0.025,0.08,0,20% or Rs.130/- per kg | 8% or Rs.35/= per kg,0,0.18,,,
5608.11,0,0,0,0,0,,0,0,,,
5608.11.10,0,0,0.025,0,0,10% or Rs.370/- per kg,0,0.18,,,
5608.11.90,0,0.1,0.025,0,0,20% or Rs.735/- per kg,0,0.18,,,
5608.19,0,0,0.025,0,0,,0,0,,,
5608.19.10,0,0.1,0.025,0.08,0,20% or Rs.120/- per kg | 8% or Rs.30/= per kg,0,0.18,,,
5608.19.20,0,0.1,0.025,0.08,0,20% or Rs.120/- per kg | 8% or Rs.30/= per kg,0,0.18,,,
5608.19.90,0,0.1,0.025,0.08,0,20% or Rs.120/- per kg | 8% or Rs.30/= per kg,0,0.18,,,
5608.90,0,0.1,0.025,0.08,0,20% or Rs.150/- per kg | 8% or Rs.30/= per kg,0,0.18,,,
5609.00,0,0.16,0.025,0,0,10% or Rs.30/- per kg,0,0.18,,,
5701.10,0,0.16,0.025,0.4,0,18% or Rs.3240/- per m2 | 5% or Rs.899/- per m2 | 4.5% or Rs.809/- per m2 | 20% or Rs.3600/- per m2 | 20% or RS. 40/= per kg,0,0.18,,,
5701.90,0,0,0,0,0,,0,0,,,
5701.90.10,0,0,0.025,0.4,0,15% or Rs.503/- per m2 | 5% or Rs.166/- per m2 | 4.5% or Rs.150/- per m2 | 20% or Rs.670/- per m2 | 20% or RS. 40/= per kg,0,0.18,,,
5701.90.20,0,0,0.025,0.4,0,15% or Rs.503/- per m2 | 5% or Rs.166/- per m3 | 4.5% or Rs.150/- per m3 | 20% or Rs.670/- per m2 | 20% or RS. 40/= per kg,0,0.18,,,
5701.90.90,0,0.16,0.025,0.4,0,15% or Rs.143/- per m2 | 5% or Rs.45/- per m2 | 4.5% or Rs.41/- per m2 | 20% or Rs.190/- per m2 | 20% or RS. 40/= per kg,0,0.18,,,
5702.10,0,0.16,0.025,0,0,5% or Rs.200/- per m2 | 4.5% or Rs.182/- per m2 | 20% or Rs.535/- per m2,0,0.18,,,
5702.20,0,0,0,0,0,,0,0,,,
5702.20.10,0,0.16,0.025,0.4,0,5% or Rs.68/- per m2 | 4.5% or Rs.61/- per m2 | 20% or Rs.270/- per m2 | 20% or RS. 80/= per kg,0,0.18,,,
5702.20.20,0.295,0.16,0.025,0,0,,0,0.18,,,
5702.20.90,0,0.16,0.025,0,0,5% or Rs.68/- per m2 | 4.5% or Rs.61/- per m2 | 20% or Rs.180/- per m2,0,0.18,,,
5702.31,0,0.16,0.025,0,0,5% or Rs.1000/- per m2 | 4.5% or Rs.909/- per m2 | 20% or Rs.2670/- per m2,0,0.18,,,
5702.32,0.295,0.16,0.025,0,0,,0,0.18,,,
5702.39,0,0,0,0,0,,0,0,,,
5702.39.10,0.445,0,0.025,0,0,,0,0.18,,,
5702.39.90,0,0.16,0.025,0,0,15% or Rs.60/- per m2 | 5% or Rs.32/- per m2 | 4.5% or Rs.32/- per m2 | 20% or Rs.80/- per m2,0,0.18,,,
5702.41,0,0.16,0.025,0,0,5% or Rs. 2376/- per m2 | 4.5% or Rs. 2209/- per m2 | 20% or Rs. 6335/- per m2,0,0.18,,,
5702.42,0,0,0.025,0,0,18% or Rs. 1980/- per m2 | 5% or Rs.826/- per m2 | 4.5% or Rs.750/- per m2 | 20% or Rs.2200/- per m2,0,0.18,,,
5702.49,0,0.16,0.025,0,0,15% or Rs.90/- per m2 | 5% or Rs.45/- per m2 | 4.5% or Rs.41/- per m2 | 20% or Rs.120/- per m2,0,0.18,,,
5702.50,0,0,0,0,0,,0,0,,,
5702.50.10,0.295,0,0.025,0,0,,0,0.18,,,
5702.50.20,0.295,0,0.025,0,0,,0,0.18,,,
5702.50.90,0,0,0.025,0,0,15% or Rs.173/- per m2 | 5% or Rs.86/- per m2 | 4.5% or Rs.82/- per m2 | 20% or Rs.230/- per m2,0,0.18,,,
5702.91,0.295,0,0.025,0,0,,0,0.18,,,
5702.92,0.295,0.16,0.025,0,0,,0,0.18,,,
5702.99,0,0,0.025,0,0,15% or Rs.330/- per m2 | 5% or Rs.166/- per m2 | 4.5% or Rs.150/- per m2 | 20% or Rs.440/- per m2,0,0.18,,,
5703.10,0,0.16,0.025,0,0,18% or Rs. 1980/- per m2 | 5% or Rs.826/- per m2 | 4.5% or Rs.750/- per m2 | 20% or Rs.2200/- per m2,0,0.18,,,
5703.21,0,0,0.025,0,0,5% or Rs.95/- per m2 | 4.5% or Rs.91/- per m2 | 20% or Rs.255/- per m2,0,0.18,,,
5703.29,0,0,0.025,0,0,5% or Rs.95/- per m2 | 4.5% or Rs.91/- per m2 | 20% or Rs.255/- per m2,0,0.18,,,
5703.31,0,0,0.025,0,0,18% or Rs. 216/- per m2 | 5% or Rs.90/- per m2 | 4.5% or Rs.82/- per m2 | 20% or Rs.240/- per m2,0,0.18,,,
5703.39,0,0,0.025,0,0,18% or Rs. 216/- per m2 | 5% or Rs.90/- per m2 | 4.5% or Rs.82/- per m2 | 20% or Rs.240/- per m2,0,0.18,,,
5703.90,0,0,0,0,0,,0,0,,,
5703.90.10,0,0.16,0.025,0,0,18% or Rs. 698/- per m2 | 5% or Rs.290/- per m2 | 4.5% or Rs.264/- per m2 | 20% or Rs.775/- per m2,0,0.18,,,
5703.90.90,0,0.16,0.025,0,0,18% or Rs. 72/- per m2 | 5% or Rs.32/- per m2 | 4.5% or Rs.32/- per m2 | 20% or Rs.80/- per m2,0,0.18,,,
5704.10,0.295,0.16,0.025,0,0,,0,0.18,,,
5704.20,0,0.16,0.025,0,0,5% or Rs.45/- per m2 | 4.5% or Rs. 41/- per m2 | 20% or Rs.120/- per m2,0,0.18,,,
